xa,ya,za
0.3131333428270279,0.1866261736468398,0.3422253364669404
0.3300300015138476,0.1675776630217524,0.3361516398248531
0.3120312935171289,0.1636677682023648,0.3547524961401743
0.3284876891762227,0.1443921217608068,0.3482050448127909
0.310049775719186,0.1402709895082866,0.3663238813930217
0.1343474213297561,0.1956205571420475,0.4400947261732183
0.3461279682734537,0.1480931805568582,0.3290347085817009
0.2931668175229131,0.1593382243873529,0.3723768888539842
0.2907716726059233,0.1357360029097507,0.3834417451504699
0.2734883063338804,0.1546009046568886,0.3889764858932956
0.2709118972509881,0.1309788687634112,0.3993135107472914
0.3440300158326022,0.1247020024471023,0.3407238747019385
0.3611039974145142,0.1282109259578649,0.3211944294602343
0.2530497251137965,0.1494688003512518,0.4045057655230512
0.2498793687319789,0.1266062296459657,0.4141632090093719
0.1489833799112243,0.4604350534657509,0.1257120282638813
0.1241255466691175,0.4683371771023907,0.1235035918824092
0.1734376171285814,0.4512775558502972,0.1275459154600471
0.1225053171922241,0.4149680066721433,0.2505873115267024
0.129259537172485,0.399888057403033,0.2708902242540022
0.4678727323042726,0.1318045519224239,0.1171437854035097
0.2319071233966978,0.1439559854441625,0.4189221411821878
0.2284355410456231,0.1197777487760068,0.4283345590602575
0.2101184813800256,0.1380775779471617,0.4321860782704567
0.2065360076494333,0.1139045570784425,0.4408725773066375
0.3072426460399183,0.1164795093492394,0.3768746215336738
0.3552112167033328,0.331176775253593,0.1189408889355094
0.3363149838624759,0.34845549794772,0.1243824649200562
0.1079440755813277,0.466490015622412,0.1439970203563061
0.469192981298851,0.1106883318124984,0.1326877518856296
0.4759431393450668,0.1085521527946359,0.1081413807661637
0.187743550923889,0.1318496984512552,0.4442612025653401
0.1840446308423177,0.1079797746724877,0.4521813155359184
0.3425870126412231,0.2571862954359131,0.2578552854015478
0.1648436916889535,0.1252894259186663,0.4551143999735981
0.1605621654632292,0.1006064825692478,0.4627073877590483
0.1645572151722752,0.4603962588561306,0.1046719053329227
0.1887796884920663,0.4506136242373019,0.1063465601914893
0.4551977737479745,0.1747969562285253,0.1106391018949935
0.2642233384374315,0.1060849249945503,0.4110134013799053
0.334527737991993,0.3322448662351631,0.1664468124487191
0.1403370913649496,0.1232562662126685,0.4638031841487697
0.136993064410791,0.09358162409207303,0.4716729586648262
0.1178076014166773,0.1137484332798109,0.4724221237144147
0.3586156511456656,0.1046514072580501,0.3323295017182195
0.3751961191736003,0.108000656487426,0.3123519334906614
0.09895837807936313,0.4749755989566787,0.1208528849620323
0.1046534997473993,0.4085254206336181,0.2686161307270032
0.1112473249759904,0.392891140230955,0.28854910260423
0.1356884462470405,0.3837101663315473,0.2904395871930689
0.1175069095774303,0.3761807317112968,0.307701451557699
0.1417744141627914,0.3664786987318901,0.3091817893482374
0.1234150876439495,0.3584400206924237,0.3260206553392762
0.1475007511279879,0.3482409091430262,0.3270654332330428
0.1289604003081809,0.3397922189850697,0.3433809299736317
0.09290893095853078,0.3848343511145058,0.3054021164799291
0.1046969422126211,0.3494380413234784,0.3419526364386419
0.1100772953438949,0.3302431230847162,0.3589184708328982
0.09774351640111717,0.4230406984102911,0.2479571989075488
0.2265837782177085,0.0953646591099279,0.4353910578335705
0.1149647633169625,0.4761705168286637,0.1002234608193015
0.3772665500475194,0.1314041495823584,0.3006707496378385
0.3908179884435738,0.1110229664463755,0.2914364438953468
0.4438940334433664,0.1966585219223208,0.1195136512232287
0.3450298758926666,0.3474898193929255,0.1010208402249906
0.3264539028072491,0.3637234558226068,0.1055134921532568
0.3625617120630583,0.3315819768966866,0.0927491107406923
0.1130583540029621,0.08627094937222829,0.4793486537840232
0.2347157874408547,0.1677482702943429,0.408373624196367
0.4767124989842763,0.08759269191146271,0.1227709804305155
0.4692511315967413,0.08929937171326097,0.1477463965949581
0.4741036762990291,0.1298635207816567,0.09143943399834477
0.08260895930318704,0.4724695388065769,0.1412384322440067
0.3165135850887313,0.3650532481703873,0.1286673091912943
0.3018334837861601,0.3825884435042114,0.1119045618486336
0.4825609049146833,0.0866993151342377,0.09807243141258416
0.4507304833242839,0.1947686167848637,0.09437805527752906
0.4388058629992588,0.2163730360049374,0.1031121907801487
0.08962087813614579,0.482135485835592,0.09753702630377721
0.09362869414542953,0.1037984143550121,0.4800620343351543
0.3345402914910607,0.3622430269360021,0.0828419145440214
0.1796570025416377,0.4591076454993291,0.08332785417743781
0.203562031049658,0.4486347214500679,0.08537790243592344
0.2124804497244127,0.439590529058416,0.1077600354818668
0.2269662069234301,0.4369922549289427,0.08674162810847333
0.2355945033292587,0.4273572023917507,0.1089084549745159
0.2497845533684738,0.4241858632647935,0.08760154282210995
0.4450520027683591,0.214205750700934,0.07774709768552038
0.4325178159238989,0.2355089680124463,0.08639366234934599
0.3882471199057839,0.08747604502236801,0.3026749336038723
0.4032726349809517,0.09036305516443498,0.2814350726843927
0.08598763742639243,0.3397775757514415,0.3565912579218687
0.09091743720913813,0.3198432860964556,0.3734090142864032
0.1151856005814035,0.3101431962016633,0.3748912845993062
0.2953656289875962,0.205144890792544,0.3473826693928136
0.1709748058014883,0.395495552254386,0.2536747601322246
0.1656617209462813,0.3557895021688808,0.3097902909381383
0.3922126867332277,0.1342550969255523,0.2795438736853547
0.1558694926428715,0.0756402005474897,0.4690237321547699
0.4002212093327768,0.06669337702085879,0.2921899674214761
0.171173321625099,0.3370689571751416,0.3272372412680027
0.2578695375417614,0.4141132026399463,0.1096063730231269
0.09216747133705341,0.08286905230930372,0.4843943407975482
0.2718722578744184,0.4102323419255292,0.08828873674802139
0.192660761512555,0.1559225890738062,0.4342464475271196
0.07975291481861425,0.4160279054146389,0.2656318024902951
0.1056254532582962,0.4827870737243765,0.07589403842616955
0.08016589960455135,0.4881155215646839,0.07291547262570276
0.2793788966205746,0.3773135320183401,0.1719939844265355
0.2864355445226469,0.3621740059987713,0.1917932955366707
0.09597622544928412,0.2994149205577931,0.3887663430595281
0.1467369709337538,0.1442152041334496,0.4557084992162579
0.4148243494235113,0.06973503822494656,0.2702920338617582
0.4172349758919356,0.09303929445923628,0.2593427550154109
0.4281031067622816,0.07205357733876536,0.2480645318725937
0.4298975638582245,0.09512911203672283,0.2369357225744324
0.4399973053819228,0.07372244013049209,0.2257595470358961
0.4761013837875839,0.06615995157096523,0.1376602090790046
0.4679660025184013,0.06755276134762027,0.1626174803680685
0.2754948944223529,0.1779878572924734,0.3773895676931872
0.3413835638884978,0.3151616845981595,0.1847440793856142
0.09159637421698157,0.4634197000206728,0.1638666709952096
0.3090367155189855,0.2722436552155652,0.2835131401824368
0.2303508481427929,0.317724785564393,0.3098216380402705
0.1305995060921502,0.4761133544355682,0.07911916794682182
0.3410598636814275,0.1009852155434975,0.3513974325848716
0.3551657297529091,0.08079361481046664,0.3425342263408746
0.3371325386667386,0.07700277689959634,0.3611263265422102
0.46113553289193,0.1726061110914413,0.08695487748461728
0.08016042026817866,0.3582199605708227,0.3394889790126732
0.06750601500285783,0.1649723449801199,0.4671477960241215
0.07148816321188603,0.3085869099173421,0.3868637506257945
0.07634037528839586,0.2876381623685574,0.4017915313319412
0.07272122172777774,0.4299678317618049,0.2446207014143972
0.4607929275981523,0.09030487441664173,0.1717990323957574
0.09059493521521973,0.4363957146857008,0.2266083359395822
0.06547958262725104,0.4427592127063241,0.2228827131534366
0.4314969517361821,0.2178061093694851,0.1279487372493798
0.06619964783027209,0.4688438860280082,0.1606331757804221
0.243359188505013,0.4166776079042382,0.1309812064434567
0.05094893972859178,0.2964503217038949,0.3994013173515951
0.1890029132375712,0.3442260571017289,0.3094936516310284
0.1833484588643694,0.3623830553398563,0.291653671046005
0.2715569378955303,0.3915426034003551,0.1514965979924149
0.08967773684237758,0.151090127264499,0.4681128891176004
0.06702715830979311,0.1400919773433795,0.4752700263354885
0.4182880977227494,0.1155979987718842,0.2483388209350666
0.4382559954851923,0.2328406005304151,0.06096668898602513
0.4253932003587926,0.2537229058019086,0.0683030904128061
0.4189647507717352,0.2560541279011037,0.09436536014652343
0.4107366460796951,0.2743176576673826,0.07775107882906813
0.3231772503945647,0.3316133630028595,0.1886505825735573
0.3291369373944,0.3141288394316622,0.2073449991679369
0.3103048709969202,0.3305976349588496,0.2107512533656678
0.3161488838121508,0.3121776275284023,0.2293360245034985
0.3348597438435962,0.2953304384306717,0.2250530694955044
0.2390896248405958,0.4341291067567547,0.06609137583804273
0.07043339246421816,0.09628461087396109,0.4855598942816749
0.06424988807495619,0.06844430577187702,0.4911082659554423
0.1215137150415572,0.289252826489736,0.3893163487762849
0.06419297032639053,0.48681143334457,0.09430742773334677
0.1937957301393887,0.4566102619706788,0.0628512819504046
0.1699131312265552,0.4662441279775447,0.0612040927001321
0.29767620456991,0.3634891459003614,0.1710687523935301
0.3831571305675245,0.06226377897568375,0.3151409765849693
0.440819354746771,0.09464119800592294,0.216151197361116
0.4580858071142955,0.06599055990428519,0.189215853785996
0.06243611608774512,0.3472245483485417,0.354311789857505
0.3781088966713969,0.1544473636608129,0.2884088662232205
0.3926138489952015,0.156785234068583,0.2669695787074489
0.08319707651519144,0.4485449270680473,0.2046599493326564
0.321053128856065,0.2929728229041207,0.2471675817968887
0.1388516414365703,0.300196202286789,0.3749699478664382
0.1930307054864376,0.3247111405858568,0.3275695680597331
0.1749395815345008,0.3174665224068662,0.3443996950687159
0.4042072885000042,0.2758628310123231,0.1025483612221125
0.3954557798540361,0.2937542757031692,0.08557541519702132
0.05845117937267983,0.4771810048884129,0.1374108736731822
0.04251879620495026,0.4741778643574404,0.1527989035389285
0.05731299175752539,0.2761153353679816,0.412886839885251
0.0546260682503836,0.4223749373839424,0.2619454235855537
0.06257568841026206,0.4085270769706764,0.2814070194607392
0.4012964193358404,0.2920920274476931,0.0603608426857133
0.3849494356877889,0.3119907755434878,0.0669005825043841
0.1210842088607315,0.4819070670929426,0.05571528560860919
0.1110302963374846,0.0626009367187939,0.4834805022099029
0.4377080368332503,0.05081394403945583,0.2362829185166312
0.1121021052187022,0.1627194648688526,0.4592989154769792
0.1813468447564922,0.4640938143643366,0.04159631432741849
0.05874828481845651,0.4537104031528338,0.201731279433266
0.3969522413671073,0.04315551687506356,0.3009427178665001
0.4492628445862122,0.2134553817818826,0.05098721862050932
0.05643391994477744,0.3659061692703281,0.3360474489853783
0.3532371836672964,0.05969840196598575,0.3487973521652714
0.3358557950049491,0.04923810788443211,0.3671191818654463
0.3186975769616112,0.0727740308657991,0.3783329153937596
0.4418296502674355,0.2307082332023156,0.0395002693309998
0.2787973729082596,0.4002662320465544,0.1098133340842847
0.1437923049725007,0.2782606736612067,0.3897367964720637
0.2935279600464832,0.3950356242030016,0.08825073530285758
0.2834979940258902,0.4064593964940211,0.06648042106524704
0.3051531812205666,0.3905773659315875,0.06580924868824126
0.08182752948465552,0.2666351794003697,0.4149818508375643
0.06757709426420952,0.2360798103650989,0.4355452438826362
0.4489210964448787,0.0551580456587609,0.2131371369936125
0.05434653788649392,0.4919677267081763,0.07081108456548967
0.07077301793699452,0.4925176848851225,0.04916818084380382
0.03854593734255268,0.4899304236424335,0.092099895243858
0.2992282532547105,0.3773087071693814,0.1345384404112996
0.03396896628770278,0.2817235715104452,0.4116769833069903
0.3134504780520302,0.04700671249447413,0.3867029438592569
0.2988656943140516,0.0688242777630129,0.3948955755039293
0.04176169409019728,0.4472833768456177,0.2195302751428556
0.02335737108384416,0.3022168050675761,0.3976423467776015
0.1115878620985524,0.1367693469508357,0.4678058301976541
0.3017574632683432,0.310586494403126,0.2499569220010349
0.4741080392590737,0.04439801194587168,0.1524807648366537
0.4816034577925437,0.04304780389080641,0.1272988453303651
0.02866014115937035,0.01690286410604794,0.4988916610785727
0.0452957370737114,0.02606037902505515,0.4972616543109067
0.0463802878117331,0.05398651282923223,0.4949084009541967
0.02220992446821861,0.3960207455294484,0.3044245199805953
0.02680836269209378,0.4260993960439586,0.2602318512033891
0.3623331486933519,0.0220870186435152,0.3438413194562316
0.3697011508102408,0.04486560140701724,0.3336287411179832
0.4382624354185661,0.0261875594152974,0.2392493457313049
0.2837611214960175,0.02254477210456238,0.4110612596415232
0.2718514641179799,0.0448515965842677,0.4172350845036318
0.2498504541398048,0.04576194529294066,0.430674581243355
0.2590190408582818,0.06688475948947133,0.4224163413279502
0.238054088782322,0.06909154374003808,0.4342310553123035
0.2268154175983806,0.04647436243612497,0.4431646420641294
0.2159717606614985,0.0702880460136127,0.4454388725564493
0.2037974621404187,0.04722115306963218,0.4541329729582504
0.1901149968624977,0.06953309644120965,0.4571886224166891
0.1786944365687724,0.04717164039910263,0.4645892106812498
0.1663774970974069,0.02449826866674492,0.4708697944144796
0.1553325377298781,0.04851601763611057,0.4727769016725845
0.1346445065155146,0.06559356101915127,0.4770412368108447
0.2396777469009962,0.0236657631395271,0.4381717805786742
0.2487016671897165,0.09008482828713277,0.4243020203222385
0.2150646197788963,0.02469374819698103,0.4507076969825819
0.4614551830009573,0.0226517682469643,0.1911701113585458
0.0229557396237343,0.1178720653545576,0.4853650278165684
0.02382912255258772,0.1412500777493776,0.4790413222825026
0.04718727383787202,0.129354683407521,0.480666960658094
0.1174867080079417,0.485239956143113,0.02718562862407936
0.3798305953623593,0.3244010878071043,0.02219578915567335
0.3716350808812167,0.3308700622876809,0.04911586851677985
0.3524141351751521,0.3518511041851327,0.04477809523028504
0.3591280363244456,0.3412344476485912,0.06772078900683695
0.0644135361064292,0.4953032787962645,0.02292506008576024
0.09714286960156877,0.4879602583045182,0.04957871721777894
0.282927940796775,0.4116562377584793,0.02215676490444693
0.2724433304634798,0.4169408414239173,0.04398825341705425
0.09099775970507615,0.0226517682469657,0.4911275853828035
0.0778958250126589,0.04528796169462052,0.491814234209568
0.3438234245372547,0.3623142913833979,0.02266731123933665
0.3334740443011702,0.3699653543353313,0.04382577288484385
0.3244106537560271,0.02196099340333595,0.3798360731925362
0.478915633402193,0.1418697975145631,0.02264457189158404
0.4809770366275659,0.1288774085776694,0.0452957370540503
0.4870891855840674,0.1034316674256202,0.04523290241191427
0.4736174641644226,0.1539438602101078,0.04458458861616444
0.4815633038708166,0.1164288969850926,0.06738765696964298
0.4868808722428337,0.08866373723887085,0.07131450022887285
0.470930516282942,0.1665113893604757,0.02232500944514386
0.4952175205537342,0.02256119744042005,0.0651966234299463
0.4917533759787702,0.04321046056335956,0.0794447815239275
0.4115871684196014,0.2830899251232563,0.02135642961835697
0.4161477966102142,0.2730323915719808,0.04768987868456281
0.2384415612598291,0.4389393024558101,0.02186116702241774
0.227935600579896,0.4428833101181103,0.04358595653542434
0.1452694554252612,0.0235787186463522,0.4778502164354896
0.4116247790121921,0.02265176824696316,0.2829345130917221
0.02265176824705888,0.3438043969858671,0.3623333189322586
0.0436140198056448,0.3361246031072162,0.3675840971293634
0.02110966472281638,0.3799918834537777,0.3242846751922466
0.04611346921061523,0.3837195277538242,0.3172268462437309
0.02236241720892335,0.2385650133825639,0.438846962717473
0.4749774711537672,0.1416650967126003,0.06578299377332929
0.1535018727156674,0.3901715451843129,0.2724029008679399
0.1339801892509213,0.3198074375327259,0.3602395200238848
0.152647505895309,0.3290997034637717,0.3440815660915288
0.3260044605331733,0.1208810564456123,0.3593172162658886
0.1818453727207321,0.44093963657393,0.1500149903113303
0.1898705171904948,0.4293701358231407,0.1720188163109829
0.3570806031521111,0.2583195356875076,0.2361449985384298
0.2555545821732899,0.1730264901047022,0.3933874543656453
0.2368937508064541,0.190999660202477,0.396737294228042
0.2161738451714866,0.1848033868564901,0.4112378592373818
0.2174086788006655,0.2068778604489273,0.3999187632985269
0.2872895472063315,0.112053799197042,0.3935843774230501
0.139943724437764,0.4689316658204413,0.1025614293063097
0.294687064572893,0.1823317484878773,0.3604367731888147
0.1879683115661094,0.3996634125790326,0.2343865834314498
0.1944640319460987,0.3840983909914544,0.2542679026480585
0.2111895971067153,0.3876147546869785,0.2348483681502956
