x,y,z
0.02587927272242779,-0.005122012053350376,0.8066666666666666
0.03952435618358294,0.006154123997010214,0.86
0.4311332546014259,0.0009176751868052245,0.2266666666666667
0.05734287442493799,0.004853004237560276,0.8533333333333334
0.0202074303196115,-0.003855910578909707,0.5133333333333333
0.3903058365425341,0.005036762286650554,0.2066666666666667
0.2055016225407171,-0.01147653172969455,0.3
0.4828683492012595,0.000566931588964056,0.5866666666666667
0.1330879221355593,0.007738378726876544,0.6666666666666666
0.1102112087090336,0.001555874838990874,0.62
0.3593758649601962,-0.004217249404895464,0.1333333333333333
0.02165152487923289,0.003766089388116274,0.86
0.04788414701012661,-0.001547865433754883,0.8
0.2890714705044201,0.00157207710079856,0.6133333333333333
0.3395141373761983,0.000151978059574695,0.6866666666666666
0.01602575623196764,0.00562852763915641,0.3333333333333333
0.2077910086122641,-0.002862936340290132,0.1666666666666667
0.01431520100586553,0.003689731493659502,0.02666666666666667
0.06735561033255119,0.004060153555648822,0.8133333333333334
0.39521619962639,0.004673594087797859,0.03333333333333333
0.2217943974537004,0.005016132052714185,0.9533333333333334
0.1595721103889356,0.006650706425641735,0.9666666666666667
0.3590445728713286,-0.001922664887722569,0.1133333333333333
0.3566857001178521,-0.00463125222521167,0.3733333333333334
0.1485295069881093,0.008765679755557263,0.6533333333333333
0.2595711677936476,-0.004709415918454296,0.9933333333333333
0.08740197550815315,-0.01011303588758121,0.3266666666666667
0.06909545574838374,-0.003889444247361216,0.1066666666666667
0.2679547371244048,-0.006772677815200051,0.3533333333333333
0.185595458652776,0.003508779713879642,0.42
0.03099744648501807,-0.003304216603523207,0.3066666666666666
0.05416339997361083,-0.009290383862517555,0.7133333333333334
0.2493873545833006,0.007616092506824369,0.2733333333333333
0.1456788368554164,-0.004948797056133012,0.4333333333333333
0.342684805100979,0.002757452224205747,0.8933333333333333
0.1777705321929208,-0.00339895491486692,0.92
0.06636089521631044,-0.003341994688301349,0.88
0.3968217379298141,-0.004509693102102834,0.8
0.09191943223749893,0.002107278296160784,0.7266666666666667
0.4519974633759675,0.001678477585450483,0.4933333333333333
0.1776173597442889,-0.0120223619813317,0.88
0.2020953909823791,0.005304482573099883,0.8133333333333334
0.1992400703865526,-0.007645635730279312,0.8933333333333333
0.2555990511936858,0.005475104682672824,0.06666666666666667
0.2687428169709152,0.004576379408192099,0.3733333333333334
0.1406749096130551,0.01164443801727743,0.7333333333333333
0.2277266445139392,-0.000460114635118044,0.1333333333333333
0.3751473901717503,-0.003926631570186008,0.98
0.06155174963119636,-0.0003017605272605528,0.06
0.2625696245884372,0.001252221694866835,0.76
0.2750310368468383,-0.003889938934624903,0.2733333333333333
0.2243076075956722,-0.0007503480087752831,0.12
0.2320677487494906,-0.01091993861494194,0.9333333333333333
0.01512338421376205,0.0005418751572195894,0.66
0.346384328354471,-0.007002242413772905,0.2266666666666667
0.1598852565341671,-0.01171856385002193,0.3533333333333333
0.340786685045204,0.004905199276785654,0.8866666666666667
0.3621428628661394,-0.003906390773031818,0.4666666666666667
0.2730757288852511,-0.009592589745246257,0.1
0.06598908945840992,0.0099656922297681,0.6733333333333333
0.3253236624449131,-0.005351027482158103,0.78
0.1152134883092993,-0.001709958632847257,0.1466666666666667
0.2859038618878184,-0.006737963815841709,0.62
0.3847969214273501,0.001078034343319534,0.1066666666666667
0.08395930911576185,-0.002813444945402702,0.56
0.2233486902513617,-0.007504272793437282,0.1733333333333333
0.07647132410064134,0.0007195928873358949,0.5733333333333334
0.4351111592901509,-0.0007298490566025474,0.2333333333333333
0.04129761069544474,-0.007861129452882837,0.02
0.1793059962190888,-0.006269405514653349,0.2266666666666667
0.3325607441959058,-0.007660449713051221,0.07333333333333333
0.3306668656714949,0.007535849484218511,0.6466666666666666
0.1884149182690441,-0.00188954362217636,0.42
0.4440246370884916,-3.695256668612037e-05,0.56
0.1103173252579265,0.01024163621141343,0.5333333333333333
0.3051396676579823,-0.007183873096008955,0.9733333333333334
0.0469601202886592,-0.006981740368184678,0.9266666666666666
0.1163328342995952,-0.005473375524961032,0.68
0.2580153045209592,-0.002372589314658489,0.3133333333333334
0.03698207781424914,0.006141414371629483,0.9466666666666667
0.1083334304003804,-0.01069115313767294,0.07333333333333333
0.4214545645632115,0.001093407366092735,0.34
0.2574308363284175,-0.01022023605387964,0.5333333333333333
0.09195459284236504,-0.001654716281291172,0.84
0.03938842210750224,0.003833886480627067,0.4733333333333333
0.3249903312576378,-0.002495425626700144,0.6866666666666666
0.2916610883435916,-0.006797527992569587,0.4733333333333333
0.1815769515774094,0.01184750590691062,0.4866666666666667
0.3260984945562568,0.002612998931612737,0.02
0.1503914004060816,-0.005138288268823551,0.9066666666666666
0.3359417434657088,-0.005022398371909472,0.8333333333333334
0.08698437819535357,0.006905529180929767,0.86
0.1450728279618222,0.005266484370400306,0.7733333333333333
0.004501857681060706,0.00224734679501799,0.7466666666666667
0.02939301398857322,-0.007440945005730787,0.9933333333333333
0.07647132410064134,0.0007195928873358949,0.8733333333333333
0.4265253120312728,0.0009750786504832382,0.6733333333333333
0.04254867104561291,0.002285661900898879,0.6533333333333333
0.2494477916892551,-0.007977360654170111,0.1466666666666667
0.4795938463861052,-0.0006750995612328409,0.3333333333333333
0.282158197193138,-0.00952524254494605,0.3733333333333334
0.3848642697263084,-0.0009450522240414674,0.6733333333333333
0.2688027132150322,0.009944040792015454,0.18
0.2636943336293079,-0.009911896490409074,0.5
0.1594745517065133,0.00920825206446588,0.2333333333333333
0.02503090865757227,-0.00697245270388187,0.6333333333333333
