x_traction,y_traction,z_traction,xn,yn,zn,pressure
0.1777557355,-0.0148446755,0.707207203,0.011327247135341167,-0.9999358057975769,0.0,0.6122581353147731
0.304317683,-0.0112307274999999,0.8333333135,0.0417049266397953,-0.9991300106048584,0.0,0.319759525710635
0.3549120725,-0.0089191375,0.3468468489999999,0.04924437031149864,-0.9987868070602417,0.0,0.2821908111971866
0.2621423005,-0.0128359635,0.9594594835,0.034047700464725494,-0.9994202256202698,0.0,0.3883252631621982
0.2072956935,-0.014365071,0.887387395,0.020712202414870262,-0.9997854828834534,0.0,0.6329751991555626
0.110618297,-0.0146060825,0.076576576,-0.021479608491063118,-0.9997693300247192,0.0,1.266469228851474
0.4812499879999999,-0.00159,0.4279279259999999,0.06784331053495407,-0.9976959228515625,0.0,0.2179568086614134
0.1819758934999999,-0.014794061,0.941441417,0.01259272824972868,-0.9999207854270935,0.0,0.5521266223523
0.0286224915,-0.009407425,0.5,-0.13681022822856903,-0.9905972480773926,0.0,4.19766423390789
0.388632074,-0.007180274,0.8423423170000001,0.05371050536632538,-0.9985565543174744,0.0,0.2671152693047423
0.388632074,-0.007180274,0.8513513505000001,0.05379081517457962,-0.9985522031784058,0.0,0.2671152693047423
0.1904160755,-0.014674058,0.2027027009999999,0.01573757827281952,-0.9998761415481567,0.0,0.5403108939731901
0.110618297,-0.0146060825,0.6711711885,-0.02122598886489868,-0.9997746348381042,0.0,1.2882206830839888
0.1777557355,-0.0148446755,0.635135114,0.011061086319386959,-0.9999387264251709,0.0,0.54624847426691
0.118837718,-0.014760731,0.2657657565,-0.016641264781355858,-0.9998615980148315,0.0,1.2882206830839908
0.0014645725,-0.0014321805,0.0045045045,-0.5966345071792603,-0.8025131225585938,0.0,221.5494861244893
0.1024001055,-0.014409742,0.2837837935,-0.026783578097820282,-0.9996412396430969,0.0,1.2882206830839908
0.061344588,-0.01256103,0.6531531515,-0.06725361198186874,-0.997735857963562,0.0,1.7266919300825505
0.460258618,-0.0029722675,0.707207203,0.06369099020957947,-0.9979696869850159,0.0,0.2426155661358129
0.1024001055,-0.014409742,0.319819808,-0.026783578097820282,-0.9996412396430969,0.0,1.2882206830839908
0.2705783695,-0.01254146,0.5450450179999999,0.03563247248530388,-0.999364972114563,0.0,0.4374641769574727
0.2705783695,-0.01254146,0.481981993,0.03563247248530388,-0.999364972114563,0.0,0.4374641769574727
0.4181303979999999,-0.005533931,0.680180192,0.05772224813699722,-0.9983327984809875,0.0,0.2233620204302514
