xb,yb,zb
0.0,0.0,0.05333333333333334
0.0,0.0,0.06
0.0,0.0,0.54
0.0009061735767950278,-0.001064722955114475,0.0
0.0009061735767950278,-0.001064722955114475,1.0
0.0009061735767950278,0.001064722955114475,0.26
0.0009061735767950278,0.001064722955114475,0.3
0.0009061735767950278,0.001064722955114475,0.4466666666666667
0.0009061735767950278,0.001064722955114475,0.52
0.0009061735767950278,0.001064722955114475,0.6666666666666666
0.0009061735767950278,0.001064722955114475,0.84
0.0009061735767950278,0.001064722955114475,0.9333333333333333
0.0009061735767950278,0.001064722955114475,0.9933333333333333
0.0014645725,-0.0014321805,0.0045045045
0.0014645725,-0.0014321805,0.229729727
0.0014645725,-0.0014321805,0.4909909965
0.0014645725,-0.0014321805,0.608108103
0.0014645725,-0.0014321805,0.7432432175
0.0014645725,-0.0014321805,0.8333333135
0.001867067362430336,-4.195528470987514e-05,0.0
0.001938592788506745,0.002066640433036111,0.2733333333333333
0.001938592788506745,0.002066640433036111,0.5133333333333333
0.001938592788506745,0.002066640433036111,0.6533333333333333
0.001938592788506745,0.002066640433036111,0.7466666666666667
0.003099394067815285,0.002987927427671873,0.3933333333333333
0.003099394067815285,0.002987927427671873,0.44
0.003099394067815285,0.002987927427671873,0.64
0.003099394067815285,0.002987927427671873,0.7533333333333333
0.003864388548492803,-0.002098770741730081,0.0
0.004385078198514083,0.003813174025494425,0.06
0.004385078198514083,0.003813174025494425,0.2333333333333333
0.004385078198514083,0.003813174025494425,0.24
0.004385078198514083,0.003813174025494425,0.3866666666666667
0.004723393,-0.0038549755,0.1216216195
0.004723393,-0.0038549755,0.3558558524999999
0.004723393,-0.0038549755,0.3738738745
0.004723393,-0.0038549755,0.481981993
0.004723393,-0.0038549755,0.7882882950000001
0.004723393,-0.0038549755,0.8603603839999999
0.004723393,-0.0038549755,0.932432413
0.004723393,-0.0038549755,0.9504504505
0.005787204408179481,0.00453195948054921,0.2466666666666667
0.005787204408179481,0.00453195948054921,0.3466666666666667
0.005787204408179481,0.00453195948054921,0.4133333333333333
0.005787204408179481,0.00453195948054921,0.58
0.005964730814214891,-0.0005584773036972928,1.0
0.007070492196609796,-0.001836347644772853,1.0
0.007256363873089755,0.0001191182688036167,0.0
0.007293991338472317,-0.005141105643720313,1.0
0.007293991338472317,0.005141105643720313,0.1066666666666667
0.007293991338472317,0.005141105643720313,0.14
0.007293991338472317,0.005141105643720313,0.4866666666666667
0.007293991338472317,0.005141105643720313,0.8266666666666667
0.008210107654202853,-0.001131211638333985,1.0
0.008478494,-0.0054544055,0.013513514
0.008478494,-0.0054544055,0.1126126125
0.008478494,-0.0054544055,0.2387387379999999
0.008478494,-0.0054544055,0.256756753
0.008478494,-0.0054544055,0.3108108045
0.008478494,-0.0054544055,0.572072089
0.008478494,-0.0054544055,0.6981981989999999
0.008478494,-0.0054544055,0.734234214
0.008478494,-0.0054544055,0.8063063025
0.008478494,-0.0054544055,0.9234234095
0.008890179845672162,0.005653220926087273,0.24
0.008890179845672162,0.005653220926087273,0.52
0.008890179845672162,0.005653220926087273,0.6533333333333333
0.008890179845672162,0.005653220926087273,0.94
0.009509398851598183,0.004185872755327635,0.0
0.01056182494919397,0.006093054031238253,0.06666666666666667
0.01056182494919397,0.006093054031238253,0.3333333333333333
0.01056182494919397,0.006093054031238253,0.5266666666666666
0.01056182494919397,0.006093054031238253,0.6933333333333334
0.01056182494919397,0.006093054031238253,0.8466666666666667
0.01056182494919397,0.006093054031238253,0.98
0.01210467119417619,0.004654086768430959,0.0
0.01229876263063634,0.006490891335877659,0.05333333333333334
0.01229876263063634,0.006490891335877659,0.1066666666666667
0.01229876263063634,0.006490891335877659,0.24
0.01229876263063634,0.006490891335877659,0.2533333333333334
0.01229876263063634,0.006490891335877659,0.4266666666666667
0.01229876263063634,0.006490891335877659,0.54
0.01229876263063634,0.006490891335877659,0.9733333333333334
0.01234233896298448,0.00213676704369782,1.0
0.0124455425,-0.006508061,0.0405405405
0.0124455425,-0.006508061,0.076576576
0.01281438910706692,-0.005131537501242231,0.0
0.01321108660929002,0.0002386617934437735,1.0
0.01348904076386689,-0.002774774071152646,0.0
0.01407419694073281,-0.001277062541868268,0.0
0.01407419694073281,-0.001277062541868268,1.0
0.01409425474986475,0.0068776994430674,0.01333333333333333
0.01409425474986475,0.0068776994430674,0.06666666666666667
0.01409425474986475,0.0068776994430674,0.3
0.01409425474986475,0.0068776994430674,0.5266666666666666
0.01409425474986475,0.0068776994430674,0.5533333333333333
0.01409425474986475,0.0068776994430674,0.6933333333333334
0.01409425474986475,0.0068776994430674,0.7666666666666667
0.01594826359760255,0.007261066364516289,0.32
0.01594826359760255,0.007261066364516289,0.42
0.01594826359760255,0.007261066364516289,0.64
0.01616733359814312,0.004019536939579291,1.0
0.016466935,-0.007355367,0.076576576
0.016466935,-0.007355367,0.2387387379999999
0.016466935,-0.007355367,0.3378378449999999
0.016466935,-0.007355367,0.391891897
0.016466935,-0.007355367,0.481981993
0.016466935,-0.007355367,0.5990990995000001
0.016466935,-0.007355367,0.9504504505
0.01786294692090894,-0.007639389485525302,0.0
0.01786294692090894,0.007639389485525302,0.3266666666666667
0.01786294692090894,0.007639389485525302,0.38
0.01786294692090894,0.007639389485525302,0.6133333333333333
0.01786294692090894,0.007639389485525302,0.9733333333333334
0.01841768838612032,0.002821546905132316,0.0
0.01963401961456138,-0.0004099278330585065,1.0
0.01984048992936868,0.00801088466266936,0.0
0.01984048992936868,0.00801088466266936,0.07333333333333333
0.01984048992936868,0.00801088466266936,0.1466666666666667
0.01984048992936868,0.00801088466266936,0.3
0.01984048992936868,0.00801088466266936,0.4733333333333333
0.01984048992936868,0.00801088466266936,0.7533333333333333
0.02013118409053019,-0.002102201441225002,0.0
0.0205048155,-0.0081206784999999,0.058558559
0.0205048155,-0.0081206784999999,0.2657657565
0.0205048155,-0.0081206784999999,0.274774775
0.0205048155,-0.0081206784999999,0.3468468489999999
0.0205048155,-0.0081206784999999,0.3558558524999999
0.0205048155,-0.0081206784999999,0.572072089
0.0205048155,-0.0081206784999999,0.8423423170000001
0.02093829234194577,0.001726861415278071,0.0
0.02093829234194577,0.001726861415278071,1.0
0.02188308974271713,-0.008373593985938307,0.0
0.02188308974271713,0.008373593985938307,0.09333333333333334
0.02188308974271713,0.008373593985938307,0.3333333333333333
0.02188308974271713,0.008373593985938307,0.34
0.02188308974271713,0.008373593985938307,0.5066666666666667
0.02188308974271713,0.008373593985938307,0.5266666666666666
0.02188308974271713,0.008373593985938307,0.5533333333333333
0.02188308974271713,0.008373593985938307,0.66
0.02188308974271713,0.008373593985938307,0.7933333333333333
0.02188308974271713,0.008373593985938307,1.0
0.02386490338840594,0.004998780368140691,1.0
0.02399293940066806,-0.00872538709655233,0.0
0.02399293940066806,-0.00872538709655233,1.0
0.02399293940066806,0.00872538709655233,0.07333333333333333
0.02409602623027465,0.006899129838368585,0.0
0.0245572125,-0.0088046204999999,0.0405405405
0.0245572125,-0.0088046204999999,0.409909904
0.0245572125,-0.0088046204999999,0.5450450179999999
0.0245572125,-0.0088046204999999,0.563063085
0.0245572125,-0.0088046204999999,0.608108103
0.0245572125,-0.0088046204999999,0.6711711885
0.0245572125,-0.0088046204999999,0.680180192
0.0245572125,-0.0088046204999999,0.7162162065
0.0245572125,-0.0088046204999999,0.752252251
0.0245572125,-0.0088046204999999,0.7882882950000001
0.0245572125,-0.0088046204999999,0.797297299
0.0245572125,-0.0088046204999999,0.8063063025
0.0245572125,-0.0088046204999999,0.8513513505000001
0.0245572125,-0.0088046204999999,0.8693693875
0.02617219785806486,0.009064045791437863,0.0
0.02617219785806486,0.009064045791437863,0.14
0.02617219785806486,0.009064045791437863,0.2333333333333333
0.02617219785806486,0.009064045791437863,0.3266666666666667
0.02617219785806486,0.009064045791437863,0.4066666666666667
0.02617219785806486,0.009064045791437863,0.4533333333333333
0.02617219785806486,0.009064045791437863,0.5933333333333334
0.02617219785806486,0.009064045791437863,0.8133333333333334
0.02617219785806486,0.009064045791437863,0.9066666666666666
